城市,日期,累计确诊
深圳,2022/10/14,4092
深圳,2022/10/13,4053
深圳,2022/10/12,4023
深圳,2022/10/11,3993
深圳,2022/10/10,3964
深圳,2022/10/9,3938
深圳,2022/10/8,3919
深圳,2022/10/7,3910
深圳,2022/10/6,3902
深圳,2022/10/5,3883
深圳,2022/10/4,3866
深圳,2022/10/3,3850
深圳,2022/10/2,3833
深圳,2022/10/1,3816
深圳,2022/9/30,3791
深圳,2022/9/29,3769
深圳,2022/9/28,3749
深圳,2022/9/27,3733
深圳,2022/9/26,3725
深圳,2022/9/25,3711
深圳,2022/9/24,3699
深圳,2022/9/23,3698
深圳,2022/9/22,3692
深圳,2022/9/21,3683
深圳,2022/9/20,3681
深圳,2022/9/19,3674
深圳,2022/9/18,3669
深圳,2022/9/17,3665
深圳,2022/9/16,3661
深圳,2022/9/15,3656
深圳,2022/9/14,3648
深圳,2022/9/13,3639
深圳,2022/9/12,3627
深圳,2022/9/11,3615
深圳,2022/9/10,3598
深圳,2022/9/9,3582
深圳,2022/9/8,3549
深圳,2022/9/7,3518
深圳,2022/9/6,3497
深圳,2022/9/5,3463
深圳,2022/9/4,3426
深圳,2022/9/3,3368
深圳,2022/9/2,3291
深圳,2022/9/1,3226
深圳,2022/8/31,3170
深圳,2022/8/30,3127
深圳,2022/8/29,3104
深圳,2022/8/28,3077
深圳,2022/8/27,3065
深圳,2022/8/26,3044
深圳,2022/8/25,3031
深圳,2022/8/24,3023
深圳,2022/8/23,3012
深圳,2022/8/22,2996
深圳,2022/8/21,2987
深圳,2022/8/20,2973
深圳,2022/8/19,2968
深圳,2022/8/18,2963
深圳,2022/8/17,2958
深圳,2022/8/16,2953
深圳,2022/8/15,2947
深圳,2022/8/14,2946
深圳,2022/8/13,2936
深圳,2022/8/12,2929
深圳,2022/8/11,2922
深圳,2022/8/10,2919
深圳,2022/8/9,2912
深圳,2022/8/8,2910
深圳,2022/8/7,2902
深圳,2022/8/6,2888
深圳,2022/8/5,2877
深圳,2022/8/4,2872
深圳,2022/8/3,2865
深圳,2022/8/2,2849
深圳,2022/8/1,2834
深圳,2022/7/31,2822
深圳,2022/7/30,2811
深圳,2022/7/29,2806
深圳,2022/7/28,2802
深圳,2022/7/27,2793
深圳,2022/7/26,2785
深圳,2022/7/25,2771
深圳,2022/7/24,2755
深圳,2022/7/23,2737
深圳,2022/7/22,2724
深圳,2022/7/21,2701
深圳,2022/7/20,2676
深圳,2022/7/19,2656
深圳,2022/7/18,2638
深圳,2022/7/17,2632
深圳,2022/7/16,2619
深圳,2022/7/15,2615
深圳,2022/7/14,2610
深圳,2022/7/13,2605
深圳,2022/7/12,2596
深圳,2022/7/11,2590
深圳,2022/7/10,2582
深圳,2022/7/9,2575
深圳,2022/7/8,2569
深圳,2022/7/7,2562
深圳,2022/7/6,2552
深圳,2022/7/5,2548
深圳,2022/7/4,2544
深圳,2022/7/3,2543
深圳,2022/7/2,2543
深圳,2022/7/1,2542
深圳,2022/6/30,2541
深圳,2022/6/29,2541
深圳,2022/6/28,2538
深圳,2022/6/27,2537
深圳,2022/6/26,2536
深圳,2022/6/25,2536
深圳,2022/6/24,2536
深圳,2022/6/23,2531
深圳,2022/6/22,2530
深圳,2022/6/21,2530
深圳,2022/6/20,2530
深圳,2022/6/19,2529
深圳,2022/6/18,2529
深圳,2022/6/17,2528
深圳,2022/6/16,2528
深圳,2022/6/15,2526
深圳,2022/6/14,2526
深圳,2022/6/13,2526
深圳,2022/6/12,2526
深圳,2022/6/11,2526
深圳,2022/6/10,2526
深圳,2022/6/9,2526
深圳,2022/6/8,2525
深圳,2022/6/7,2524
深圳,2022/6/6,2524
深圳,2022/6/5,2524
深圳,2022/6/4,2524
深圳,2022/6/3,2523
深圳,2022/6/2,2522
深圳,2022/6/1,2522
深圳,2022/5/31,2522
深圳,2022/5/30,2522
深圳,2022/5/29,2521
深圳,2022/5/28,2519
深圳,2022/5/27,2518
深圳,2022/5/26,2518
深圳,2022/5/25,2517
深圳,2022/5/24,2517
深圳,2022/5/23,2516
深圳,2022/5/22,2516
深圳,2022/5/21,2515
深圳,2022/5/20,2515
深圳,2022/5/19,2515
深圳,2022/5/18,2515
深圳,2022/5/17,2514
深圳,2022/5/16,2514
深圳,2022/5/15,2514
深圳,2022/5/14,2514
深圳,2022/5/13,2513
深圳,2022/5/12,2513
深圳,2022/5/11,2513
深圳,2022/5/10,2513
深圳,2022/5/9,2513
深圳,2022/5/8,2513
深圳,2022/5/7,2512
深圳,2022/5/6,2512
深圳,2022/5/5,2511
深圳,2022/5/4,2511
深圳,2022/5/3,2511
深圳,2022/5/2,2511
深圳,2022/5/1,2511
深圳,2022/4/30,2511
深圳,2022/4/29,2511
深圳,2022/4/28,2510
深圳,2022/4/27,2510
深圳,2022/4/26,2510
深圳,2022/4/25,2510
深圳,2022/4/24,2509
深圳,2022/4/23,2508
深圳,2022/4/22,2508
深圳,2022/4/21,2507
深圳,2022/4/20,2507
深圳,2022/4/19,2507
深圳,2022/4/18,2506
深圳,2022/4/17,2503
深圳,2022/4/16,2500
深圳,2022/4/15,2492
深圳,2022/4/14,2489
深圳,2022/4/13,2486
深圳,2022/4/12,2477
深圳,2022/4/11,2473
深圳,2022/4/10,2473
深圳,2022/4/9,2472
深圳,2022/4/8,2470
深圳,2022/4/7,2468
深圳,2022/4/6,2466
深圳,2022/4/5,2466
深圳,2022/4/4,2464
深圳,2022/4/3,2462
深圳,2022/4/2,2459
深圳,2022/4/1,2454
深圳,2022/3/31,2454
深圳,2022/3/30,2454
深圳,2022/3/29,2446
深圳,2022/3/28,2441
深圳,2022/3/27,2436
深圳,2022/3/26,2434
深圳,2022/3/25,2432
深圳,2022/3/24,2428
深圳,2022/3/23,2421
深圳,2022/3/22,2412
深圳,2022/3/21,2396
深圳,2022/3/20,2372
深圳,2022/3/19,2336
深圳,2022/3/18,2267
深圳,2022/3/17,2211
深圳,2022/3/16,2134
深圳,2022/3/15,2051
深圳,2022/3/14,1982
深圳,2022/3/13,1928
深圳,2022/3/12,1827
深圳,2022/3/11,1750
深圳,2022/3/10,1702
深圳,2022/3/9,1657
深圳,2022/3/8,1621
深圳,2022/3/7,1590
深圳,2022/3/6,1540
深圳,2022/3/5,1487
深圳,2022/3/4,1410
深圳,2022/3/3,1325
深圳,2022/3/2,1207
深圳,2022/3/1,1147
深圳,2022/2/28,1066
深圳,2022/2/27,1016
深圳,2022/2/26,955
深圳,2022/2/25,923
深圳,2022/2/24,888
深圳,2022/2/23,864
深圳,2022/2/22,836
深圳,2022/2/21,812
深圳,2022/2/20,798
深圳,2022/2/19,784
深圳,2022/2/18,763
深圳,2022/2/17,749
深圳,2022/2/16,743
深圳,2022/2/15,733
深圳,2022/2/14,722
深圳,2022/2/13,715
深圳,2022/2/12,706
深圳,2022/2/11,696
深圳,2022/2/10,683
深圳,2022/2/9,679
深圳,2022/2/8,678
深圳,2022/2/7,671
深圳,2022/2/6,669
深圳,2022/2/5,666
深圳,2022/2/4,665
深圳,2022/2/3,663
深圳,2022/2/2,659
深圳,2022/2/1,655
深圳,2022/1/31,652
深圳,2022/1/30,648
深圳,2022/1/29,648
深圳,2022/1/28,648
深圳,2022/1/27,646
深圳,2022/1/26,646
深圳,2022/1/25,645
深圳,2022/1/24,645
深圳,2022/1/23,644
深圳,2022/1/22,644
深圳,2022/1/21,643
深圳,2022/1/20,643
深圳,2022/1/19,640
深圳,2022/1/18,640
深圳,2022/1/17,639
深圳,2022/1/16,638
深圳,2022/1/15,636
深圳,2022/1/14,636
深圳,2022/1/13,633
深圳,2022/1/12,632
深圳,2022/1/11,630
深圳,2022/1/10,623
深圳,2022/1/9,623
深圳,2022/1/8,621
深圳,2022/1/7,619
深圳,2022/1/6,617
深圳,2022/1/5,617
深圳,2022/1/4,616
深圳,2022/1/3,615
深圳,2022/1/2,611
深圳,2022/1/1,611
深圳,2021/12/31,610
深圳,2021/12/30,604
深圳,2021/12/29,604
深圳,2021/12/28,604
深圳,2021/12/27,604
深圳,2021/12/26,604
深圳,2021/12/25,604
深圳,2021/12/24,604
深圳,2021/12/23,599
深圳,2021/12/22,599
深圳,2021/12/21,598
深圳,2021/12/20,598
深圳,2021/12/19,598
深圳,2021/12/18,598
深圳,2021/12/17,597
深圳,2021/12/16,595
深圳,2021/12/15,594
深圳,2021/12/14,594
深圳,2021/12/13,594
深圳,2021/12/12,594
深圳,2021/12/11,594
深圳,2021/12/10,594
深圳,2021/12/9,594
深圳,2021/12/8,594
深圳,2021/12/7,594
深圳,2021/12/6,594
深圳,2021/12/5,594
深圳,2021/12/4,594
深圳,2021/12/3,594
深圳,2021/12/2,594
深圳,2021/12/1,594
深圳,2021/11/30,593
深圳,2021/11/29,592
深圳,2021/11/28,592
深圳,2021/11/27,592
深圳,2021/11/26,592
深圳,2021/11/25,592
深圳,2021/11/24,592
深圳,2021/11/23,590
深圳,2021/11/22,590
深圳,2021/11/21,590
深圳,2021/11/20,590
深圳,2021/11/19,590
深圳,2021/11/18,590
深圳,2021/11/17,588
深圳,2021/11/16,588
深圳,2021/11/15,588
深圳,2021/11/14,588
深圳,2021/11/13,588
深圳,2021/11/12,588
深圳,2021/11/11,588
深圳,2021/11/10,587
深圳,2021/11/9,587
深圳,2021/11/8,587
深圳,2021/11/7,587
深圳,2021/11/6,587
深圳,2021/11/5,587
深圳,2021/11/4,587
深圳,2021/11/3,587
深圳,2021/11/2,587
深圳,2021/11/1,587
深圳,2021/10/31,587
深圳,2021/10/30,587
深圳,2021/10/29,586
深圳,2021/10/28,586
深圳,2021/10/27,586
深圳,2021/10/26,586
深圳,2021/10/25,586
深圳,2021/10/24,584
深圳,2021/10/23,584
深圳,2021/10/22,584
深圳,2021/10/21,584
深圳,2021/10/20,583
深圳,2021/10/19,583
深圳,2021/10/18,583
深圳,2021/10/17,583
深圳,2021/10/16,583
深圳,2021/10/15,583
深圳,2021/10/14,583
深圳,2021/10/13,583
深圳,2021/10/12,583
深圳,2021/10/11,582
深圳,2021/10/10,582
深圳,2021/10/9,582
深圳,2021/10/8,582
深圳,2021/10/7,582
深圳,2021/10/6,582
深圳,2021/10/5,582
深圳,2021/10/4,582
深圳,2021/10/3,582
深圳,2021/10/2,581
深圳,2021/10/1,581
深圳,2021/9/30,581
深圳,2021/9/29,581
深圳,2021/9/28,581
深圳,2021/9/27,581
深圳,2021/9/26,581
深圳,2021/9/25,581
深圳,2021/9/24,581
深圳,2021/9/23,580
深圳,2021/9/22,580
深圳,2021/9/21,580
深圳,2021/9/20,579
深圳,2021/9/19,579
深圳,2021/9/18,579
深圳,2021/9/17,579
深圳,2021/9/16,578
深圳,2021/9/15,578
深圳,2021/9/14,578
深圳,2021/9/13,577
深圳,2021/9/12,576
深圳,2021/9/11,576
深圳,2021/9/10,576
深圳,2021/9/9,576
深圳,2021/9/8,576
深圳,2021/9/7,576
深圳,2021/9/6,576
深圳,2021/9/5,576
深圳,2021/9/4,576
深圳,2021/9/3,575
深圳,2021/9/2,575
深圳,2021/9/1,575
深圳,2021/8/31,574
深圳,2021/8/30,574
深圳,2021/8/29,574
深圳,2021/8/28,573
深圳,2021/8/27,573
深圳,2021/8/26,573
深圳,2021/8/25,571
深圳,2021/8/24,571
深圳,2021/8/23,571
深圳,2021/8/22,571
深圳,2021/8/21,570
深圳,2021/8/20,569
深圳,2021/8/19,569
深圳,2021/8/18,569
深圳,2021/8/17,569
深圳,2021/8/16,569
深圳,2021/8/15,569
深圳,2021/8/14,569
深圳,2021/8/13,569
深圳,2021/8/12,569
深圳,2021/8/11,567
深圳,2021/8/10,566
深圳,2021/8/9,566
深圳,2021/8/8,566
深圳,2021/8/7,564
深圳,2021/8/6,564
深圳,2021/8/5,564
深圳,2021/8/4,563
深圳,2021/8/3,563
深圳,2021/8/2,563
深圳,2021/8/1,563
深圳,2021/7/31,563
深圳,2021/7/30,562
深圳,2021/7/29,562
深圳,2021/7/28,562
深圳,2021/7/27,562
深圳,2021/7/26,562
深圳,2021/7/25,560
深圳,2021/7/24,560
深圳,2021/7/23,560
深圳,2021/7/22,560
深圳,2021/7/21,559
深圳,2021/7/20,558
深圳,2021/7/19,558
深圳,2021/7/18,557
深圳,2021/7/17,554
深圳,2021/7/16,554
深圳,2021/7/15,554
深圳,2021/7/14,554
深圳,2021/7/13,554
深圳,2021/7/12,554
深圳,2021/7/11,554
深圳,2021/7/10,554
深圳,2021/7/9,554
深圳,2021/7/8,554
深圳,2021/7/7,554
深圳,2021/7/6,554
深圳,2021/7/5,554
深圳,2021/7/4,554
深圳,2021/7/3,554
深圳,2021/7/2,554
深圳,2021/7/1,554
深圳,2021/6/30,554
深圳,2021/6/29,554
深圳,2021/6/28,554
深圳,2021/6/27,553
深圳,2021/6/26,553
深圳,2021/6/25,553
深圳,2021/6/24,552
深圳,2021/6/23,551
深圳,2021/6/22,551
深圳,2021/6/21,551
深圳,2021/6/20,549
深圳,2021/6/19,547
深圳,2021/6/18,540
深圳,2021/6/17,537
深圳,2021/6/16,533
深圳,2021/6/15,530
深圳,2021/6/14,517
深圳,2021/6/13,513
深圳,2021/6/12,512
深圳,2021/6/11,512
深圳,2021/6/10,511
深圳,2021/6/9,511
深圳,2021/6/8,511
深圳,2021/6/7,511
深圳,2021/6/6,508
深圳,2021/6/5,507
深圳,2021/6/4,506
深圳,2021/6/3,506
深圳,2021/6/2,506
深圳,2021/6/1,506
深圳,2021/5/31,506
深圳,2021/5/30,506
深圳,2021/5/29,506
深圳,2021/5/28,506
深圳,2021/5/27,506
深圳,2021/5/26,506
深圳,2021/5/25,506
深圳,2021/5/24,506
深圳,2021/5/23,506
深圳,2021/5/22,506
深圳,2021/5/21,506
深圳,2021/5/20,504
深圳,2021/5/19,504
深圳,2021/5/18,504
深圳,2021/5/17,504
深圳,2021/5/16,504
深圳,2021/5/15,504
深圳,2021/5/14,504
深圳,2021/5/13,504
深圳,2021/5/12,504
深圳,2021/5/11,504
深圳,2021/5/10,504
深圳,2021/5/9,504
深圳,2021/5/8,504
深圳,2021/5/7,504
深圳,2021/5/6,504
深圳,2021/5/5,504
深圳,2021/5/4,504
深圳,2021/5/3,504
深圳,2021/5/2,504
深圳,2021/5/1,504
深圳,2021/4/30,504
深圳,2021/4/29,504
深圳,2021/4/28,504
深圳,2021/4/27,504
深圳,2021/4/26,504
深圳,2021/4/25,504
深圳,2021/4/24,504
深圳,2021/4/23,504
深圳,2021/4/22,503
深圳,2021/4/21,502
深圳,2021/4/20,502
深圳,2021/4/19,502
深圳,2021/4/18,502
深圳,2021/4/17,502
深圳,2021/4/16,502
深圳,2021/4/15,502
深圳,2021/4/14,502
深圳,2021/4/13,502
深圳,2021/4/12,502
深圳,2021/4/11,502
深圳,2021/4/10,502
深圳,2021/4/9,502
深圳,2021/4/8,502
深圳,2021/4/7,502
深圳,2021/4/6,502
深圳,2021/4/5,502
深圳,2021/4/4,502
深圳,2021/4/3,502
深圳,2021/4/2,502
深圳,2021/4/1,501
深圳,2021/3/31,501
深圳,2021/3/30,501
深圳,2021/3/29,501
深圳,2021/3/28,501
深圳,2021/3/27,501
深圳,2021/3/26,501
深圳,2021/3/25,501
深圳,2021/3/24,500
深圳,2021/3/23,500
深圳,2021/3/22,500
深圳,2021/3/21,500
深圳,2021/3/20,500
深圳,2021/3/19,500
深圳,2021/3/18,500
深圳,2021/3/17,500
深圳,2021/3/16,500
深圳,2021/3/15,500
深圳,2021/3/14,500
深圳,2021/3/13,500
深圳,2021/3/12,499
深圳,2021/3/11,499
深圳,2021/3/10,499
深圳,2021/3/9,499
深圳,2021/3/8,499
深圳,2021/3/7,499
深圳,2021/3/6,497
深圳,2021/3/5,497
深圳,2021/3/4,496
深圳,2021/3/3,496
深圳,2021/3/2,496
深圳,2021/3/1,496
深圳,2021/2/28,495
深圳,2021/2/27,494
深圳,2021/2/26,494
深圳,2021/2/25,493
深圳,2021/2/24,493
深圳,2021/2/23,493
深圳,2021/2/22,493
深圳,2021/2/21,493
深圳,2021/2/20,493
深圳,2021/2/19,493
深圳,2021/2/18,492
深圳,2021/2/17,492
深圳,2021/2/16,492
深圳,2021/2/15,492
深圳,2021/2/14,492
深圳,2021/2/13,491
深圳,2021/2/12,491
深圳,2021/2/11,489
深圳,2021/2/10,488
深圳,2021/2/9,488
深圳,2021/2/8,488
深圳,2021/2/7,488
深圳,2021/2/6,488
深圳,2021/2/5,488
深圳,2021/2/4,488
深圳,2021/2/3,488
深圳,2021/2/2,488
深圳,2021/2/1,488
深圳,2021/1/31,488
深圳,2021/1/30,488
深圳,2021/1/29,487
深圳,2021/1/28,487
深圳,2021/1/27,487
深圳,2021/1/26,487
深圳,2021/1/25,487
深圳,2021/1/24,487
深圳,2021/1/23,487
深圳,2021/1/22,485
深圳,2021/1/21,485
深圳,2021/1/20,485
深圳,2021/1/19,485
深圳,2021/1/18,485
深圳,2021/1/17,485
深圳,2021/1/16,485
深圳,2021/1/15,485
深圳,2021/1/14,485
深圳,2021/1/13,485
深圳,2021/1/12,485
深圳,2021/1/11,484
深圳,2021/1/10,484
深圳,2021/1/9,484
深圳,2021/1/8,484
深圳,2021/1/7,484
深圳,2021/1/6,484
深圳,2021/1/5,484
深圳,2021/1/4,483
深圳,2021/1/3,483
深圳,2021/1/2,483
深圳,2021/1/1,483
深圳,2020/12/31,482
深圳,2020/12/30,479
深圳,2020/12/29,479
深圳,2020/12/28,479
深圳,2020/12/27,479
深圳,2020/12/26,479
深圳,2020/12/25,479
深圳,2020/12/24,479
深圳,2020/12/23,479
深圳,2020/12/22,479
深圳,2020/12/21,478
深圳,2020/12/20,478
深圳,2020/12/19,478
深圳,2020/12/18,478
深圳,2020/12/17,478
深圳,2020/12/16,476
深圳,2020/12/15,476
深圳,2020/12/14,476
深圳,2020/12/13,476
深圳,2020/12/12,476
深圳,2020/12/11,475
深圳,2020/12/10,475
深圳,2020/12/9,475
深圳,2020/12/8,475
深圳,2020/12/7,475
深圳,2020/12/6,474
深圳,2020/12/5,473
深圳,2020/12/4,473
深圳,2020/12/3,473
深圳,2020/12/2,472
深圳,2020/12/1,472
深圳,2020/11/30,471
深圳,2020/11/29,471
深圳,2020/11/28,471
深圳,2020/11/27,471
深圳,2020/11/26,471
深圳,2020/11/25,471
深圳,2020/11/24,471
深圳,2020/11/23,471
深圳,2020/11/22,471
深圳,2020/11/21,471
深圳,2020/11/20,471
深圳,2020/11/19,471
深圳,2020/11/18,471
深圳,2020/11/17,471
深圳,2020/11/16,471
深圳,2020/11/15,471
深圳,2020/11/14,471
深圳,2020/11/13,471
深圳,2020/11/12,471
深圳,2020/11/11,471
深圳,2020/11/10,471
深圳,2020/11/9,471
深圳,2020/11/8,471
深圳,2020/11/7,471
深圳,2020/11/6,471
深圳,2020/11/5,471
深圳,2020/11/4,471
深圳,2020/11/3,471
深圳,2020/11/2,471
深圳,2020/11/1,471
深圳,2020/10/31,471
深圳,2020/10/30,471
深圳,2020/10/29,471
深圳,2020/10/28,471
深圳,2020/10/27,471
深圳,2020/10/26,471
深圳,2020/10/25,471
深圳,2020/10/24,471
深圳,2020/10/23,471
深圳,2020/10/22,471
深圳,2020/10/21,471
深圳,2020/10/20,471
深圳,2020/10/19,471
深圳,2020/10/18,471
深圳,2020/10/17,471
深圳,2020/10/16,471
深圳,2020/10/15,471
深圳,2020/10/14,471
深圳,2020/10/13,471
深圳,2020/10/12,471
深圳,2020/10/11,471
深圳,2020/10/10,471
深圳,2020/10/9,471
深圳,2020/10/8,471
深圳,2020/10/7,471
深圳,2020/10/6,471
深圳,2020/10/5,471
深圳,2020/10/4,471
深圳,2020/10/3,471
深圳,2020/10/2,471
深圳,2020/10/1,471
深圳,2020/9/30,471
深圳,2020/9/29,471
深圳,2020/9/28,471
深圳,2020/9/27,471
深圳,2020/9/26,471
深圳,2020/9/25,471
深圳,2020/9/24,471
深圳,2020/9/23,471
深圳,2020/9/22,471
深圳,2020/9/21,471
深圳,2020/9/20,471
深圳,2020/9/19,471
深圳,2020/9/18,471
深圳,2020/9/17,471
深圳,2020/9/16,471
深圳,2020/9/15,471
深圳,2020/9/14,471
深圳,2020/9/13,471
深圳,2020/9/12,471
深圳,2020/9/11,471
深圳,2020/9/10,471
深圳,2020/9/9,471
深圳,2020/9/8,471
深圳,2020/9/7,471
深圳,2020/9/6,471
深圳,2020/9/5,471
深圳,2020/9/4,471
深圳,2020/9/3,470
深圳,2020/9/2,465
深圳,2020/9/1,465
深圳,2020/8/31,465
深圳,2020/8/30,465
深圳,2020/8/29,465
深圳,2020/8/28,465
深圳,2020/8/27,465
深圳,2020/8/26,465
深圳,2020/8/25,465
深圳,2020/8/24,465
深圳,2020/8/23,465
深圳,2020/8/22,465
深圳,2020/8/21,465
深圳,2020/8/20,465
深圳,2020/8/19,465
深圳,2020/8/18,465
深圳,2020/8/17,465
深圳,2020/8/16,465
深圳,2020/8/15,465
深圳,2020/8/14,465
深圳,2020/8/13,465
深圳,2020/8/12,465
深圳,2020/8/11,465
深圳,2020/8/10,465
深圳,2020/8/9,463
深圳,2020/8/8,463
深圳,2020/8/7,463
深圳,2020/8/6,463
深圳,2020/8/5,463
深圳,2020/8/4,463
深圳,2020/8/3,463
深圳,2020/8/2,462
深圳,2020/8/1,462
深圳,2020/7/31,462
深圳,2020/7/30,462
深圳,2020/7/29,462
深圳,2020/7/28,462
深圳,2020/7/27,462
深圳,2020/7/26,462
深圳,2020/7/25,462
深圳,2020/7/24,462
深圳,2020/7/23,462
深圳,2020/7/22,462
深圳,2020/7/21,462
深圳,2020/7/20,462
深圳,2020/7/19,462
深圳,2020/7/18,462
深圳,2020/7/17,462
深圳,2020/7/16,462
深圳,2020/7/15,462
深圳,2020/7/14,462
深圳,2020/7/13,462
深圳,2020/7/12,462
深圳,2020/7/11,462
深圳,2020/7/10,462
深圳,2020/7/9,462
深圳,2020/7/8,462
深圳,2020/7/7,462
深圳,2020/7/6,462
深圳,2020/7/5,462
深圳,2020/7/4,462
深圳,2020/7/3,462
深圳,2020/7/2,462
深圳,2020/7/1,462
深圳,2020/6/30,462
深圳,2020/6/29,462
深圳,2020/6/28,462
深圳,2020/6/27,462
深圳,2020/6/26,462
深圳,2020/6/25,462
深圳,2020/6/24,462
深圳,2020/6/23,462
深圳,2020/6/22,462
深圳,2020/6/21,462
深圳,2020/6/20,462
深圳,2020/6/19,462
深圳,2020/6/18,462
深圳,2020/6/17,462
深圳,2020/6/16,462
深圳,2020/6/15,462
深圳,2020/6/14,462
深圳,2020/6/13,462
深圳,2020/6/12,462
深圳,2020/6/11,462
深圳,2020/6/10,462
深圳,2020/6/9,462
深圳,2020/6/8,462
深圳,2020/6/7,462
深圳,2020/6/6,462
深圳,2020/6/5,462
深圳,2020/6/4,462
深圳,2020/6/3,462
深圳,2020/6/2,462
深圳,2020/6/1,462
深圳,2020/5/31,462
深圳,2020/5/30,462
深圳,2020/5/29,462
深圳,2020/5/28,462
深圳,2020/5/27,462
深圳,2020/5/26,462
深圳,2020/5/25,462
深圳,2020/5/24,462
深圳,2020/5/23,462
深圳,2020/5/22,462
深圳,2020/5/21,462
深圳,2020/5/20,462
深圳,2020/5/19,462
深圳,2020/5/18,462
深圳,2020/5/17,462
深圳,2020/5/16,462
深圳,2020/5/15,462
深圳,2020/5/14,462
深圳,2020/5/13,462
深圳,2020/5/12,462
深圳,2020/5/11,462
深圳,2020/5/10,462
深圳,2020/5/9,462
深圳,2020/5/8,462
深圳,2020/5/7,462
深圳,2020/5/6,462
深圳,2020/5/5,462
深圳,2020/5/4,462
深圳,2020/5/3,462
深圳,2020/5/2,462
深圳,2020/5/1,462
深圳,2020/4/30,462
深圳,2020/4/29,462
深圳,2020/4/28,462
深圳,2020/4/27,461
深圳,2020/4/26,461
深圳,2020/4/25,461
深圳,2020/4/24,461
深圳,2020/4/23,461
深圳,2020/4/22,461
深圳,2020/4/21,461
深圳,2020/4/20,461
深圳,2020/4/19,461
深圳,2020/4/18,461
深圳,2020/4/17,460
深圳,2020/4/16,459
深圳,2020/4/15,458
深圳,2020/4/14,458
深圳,2020/4/13,458
深圳,2020/4/12,456
深圳,2020/4/11,456
深圳,2020/4/10,456
深圳,2020/4/9,456
深圳,2020/4/8,456
深圳,2020/4/7,456
深圳,2020/4/6,455
深圳,2020/4/5,455
深圳,2020/4/4,454
深圳,2020/4/3,453
深圳,2020/4/2,452
深圳,2020/4/1,451
深圳,2020/3/31,451
深圳,2020/3/30,450
深圳,2020/3/29,449
深圳,2020/3/28,447
深圳,2020/3/27,446
深圳,2020/3/26,444
深圳,2020/3/25,443
深圳,2020/3/24,441
深圳,2020/3/23,440
深圳,2020/3/22,439
深圳,2020/3/21,439
深圳,2020/3/20,436
深圳,2020/3/19,432
深圳,2020/3/18,427
深圳,2020/3/17,425
深圳,2020/3/16,423
深圳,2020/3/15,423
深圳,2020/3/14,421
深圳,2020/3/13,420
深圳,2020/3/12,420
深圳,2020/3/11,420
深圳,2020/3/10,419
深圳,2020/3/9,419
深圳,2020/3/8,419
深圳,2020/3/7,419
深圳,2020/3/6,419
深圳,2020/3/5,418
深圳,2020/3/4,418
深圳,2020/3/3,418
深圳,2020/3/2,418
深圳,2020/3/1,418
深圳,2020/2/29,417
深圳,2020/2/28,417
深圳,2020/2/27,417
深圳,2020/2/26,417
深圳,2020/2/25,417
深圳,2020/2/24,417
深圳,2020/2/23,417
深圳,2020/2/22,417
深圳,2020/2/21,417
深圳,2020/2/20,416
深圳,2020/2/19,416
深圳,2020/2/18,416
深圳,2020/2/17,416
深圳,2020/2/16,415
深圳,2020/2/15,414
深圳,2020/2/14,406
深圳,2020/2/13,400
深圳,2020/2/12,391
深圳,2020/2/11,386
深圳,2020/2/10,375
深圳,2020/2/9,368
深圳,2020/2/8,364
深圳,2020/2/7,351
深圳,2020/2/6,334
深圳,2020/2/5,314
深圳,2020/2/4,289
深圳,2020/2/3,269
深圳,2020/2/2,226
深圳,2020/2/1,196
深圳,2020/1/31,170
深圳,2020/1/30,110
深圳,2020/1/29,86
深圳,2020/1/28,63
深圳,2020/1/27,49
深圳,2020/1/26,36
深圳,2020/1/25,20
深圳,2020/1/24,20
深圳,2020/1/23,15
清远,2022/12/17,418
清远,2022/12/16,417
清远,2022/12/15,410
清远,2022/12/14,404
清远,2022/12/13,401
清远,2022/12/12,399
清远,2022/12/11,388
清远,2022/12/10,385
清远,2022/12/9,380
清远,2022/12/8,373
清远,2022/12/7,356
清远,2022/12/6,336
清远,2022/12/5,314
清远,2022/12/4,293
清远,2022/12/3,276
清远,2022/12/2,256
清远,2022/12/1,249
清远,2022/11/30,242
清远,2022/11/29,234
清远,2022/11/28,226
清远,2022/11/27,217
清远,2022/11/26,207
清远,2022/11/25,205
清远,2022/11/24,199
清远,2022/11/23,193
清远,2022/11/22,190
清远,2022/11/21,187
清远,2022/11/20,185
清远,2022/11/19,181
清远,2022/11/18,178
清远,2022/11/17,178
清远,2022/11/16,177
清远,2022/11/15,175
清远,2022/11/14,173
清远,2022/11/13,168
清远,2022/11/12,149
清远,2022/11/11,131
清远,2022/11/10,114
清远,2022/11/9,96
清远,2022/11/8,83
清远,2022/11/7,63
清远,2022/11/6,51
清远,2022/11/5,46
清远,2022/11/4,45
清远,2022/11/3,45
清远,2022/11/2,45
清远,2022/11/1,45
清远,2022/10/31,44
清远,2022/10/30,43
清远,2022/10/29,43
清远,2022/10/28,43
清远,2022/10/27,43
清远,2022/10/26,43
清远,2022/10/25,43
清远,2022/10/24,43
清远,2022/10/23,43
清远,2022/10/22,42
清远,2022/10/21,42
清远,2022/10/20,42
清远,2022/10/19,41
清远,2022/10/18,41
清远,2022/10/17,38
清远,2022/10/16,37
清远,2022/10/15,37
清远,2022/10/14,36
清远,2022/10/13,36
清远,2022/10/12,35
